0.000000000000000000e+00 -1.690949884686870561e-02 4.082796630133177923e-02 1.583185082941349769e-02 -6.015243208267947138e-03 -9.453298247124826414e-03 -2.735690548946386434e-03 6.242755734385249666e-03 -2.999239837654446138e-03 1.119880815547798149e-04
1.000000000000000056e-01 -1.362989668413492617e-01 -7.215403390084249025e-02 -3.862572538233063901e-02 -3.527753305193816885e-02 -9.624506338445765891e-03 -6.809290527133221582e-03 -6.727109256361175557e-03 -7.839357478458781198e-03 -9.697389570990474356e-03
2.000000000000000111e-01 -9.624188858145064918e-02 -5.830804329859365712e-03 -7.895023524662490855e-02 -3.663141290143082790e-02 -1.295214496503231498e-02 -1.123467586927368381e-02 -9.156375316151724175e-03 -1.735375808190735974e-02 -1.475144162059253972e-02
3.000000000000000444e-01 -2.345632489479544391e-01 -3.487108525069627235e-02 -6.930934431129434636e-02 -1.380628580116456151e-02 -1.040293746242578789e-02 -3.083730136432242738e-02 -1.967821452090320541e-02 -1.811510673417811301e-02 -2.065166598946625853e-02
4.000000000000000222e-01 -2.032085797621275419e-02 2.750634512466585899e-02 -4.718561114861148653e-02 -1.369399060776620852e-02 -3.249478104841826975e-02 -1.348004823481319114e-02 -2.071625441059708056e-02 -1.931331883915207367e-02 -2.195890843835804351e-02
5.000000000000000000e-01 -1.068876057743235880e-01 -5.377565166937207930e-02 -3.887152880053618142e-02 5.197637147919230427e-04 -2.322351810404583994e-02 -2.410706848402059330e-02 -1.941952916624063372e-02 -2.021985749080520284e-02 -1.923095579200040720e-02
6.000000000000000888e-01 6.166708380371371812e-02 3.744977730061244126e-02 1.635296940418067696e-02 -2.016131887016827870e-02 -1.184076361473323374e-02 -1.205341853493690704e-02 -2.378789744204110740e-02 -1.805056048715130215e-02 -1.747331186594488703e-02
7.000000000000000666e-01 -5.650239741526619230e-02 -5.969552817018653618e-02 -4.850984140621679430e-02 -1.487093222455447040e-02 -5.375917927459589185e-03 -7.122554369355198894e-03 -1.141330898393234060e-02 -1.189978180114928917e-02 -1.095979810030809666e-02
8.000000000000000444e-01 1.154714563774253133e-01 -1.140520898020503104e-01 3.119063518957025660e-02 -1.077391731481688875e-02 -2.786601204496017350e-02 -6.518866779672867831e-03 -5.943196671025121301e-03 -3.615155315746271247e-03 -5.385233059188481927e-03
9.000000000000000222e-01 -8.150275230374025293e-02 -6.071157555572014378e-03 3.168913843110063300e-02 1.058842226512585975e-03 -1.812893720486913503e-03 2.945424830457681227e-03 5.589869646487932546e-03 5.258793750103840474e-03 5.565891864689111873e-03
1.000000000000000000e+00 -6.642344443825252964e-02 7.180882440862962346e-02 -5.807816621040712279e-03 4.577393284006332774e-02 3.026340961986784955e-02 1.281687696199141843e-02 1.514539188850975993e-02 1.262661471671099739e-02 1.725097931420583111e-02
1.100000000000000089e+00 5.518314226989728261e-02 1.378522722888312346e-01 6.950273398775780320e-02 3.171068989726778808e-02 3.301453954157515525e-02 3.017528617590190670e-02 2.814518742022822928e-02 2.919295497227412245e-02 2.879539228290417530e-02
1.200000000000000178e+00 1.342681628024038620e-01 1.368464799644494856e-01 4.727852010088240409e-02 4.660069809967427867e-02 2.859815063996031664e-02 4.920874637055164258e-02 4.242906640806438923e-02 3.846990136943082700e-02 3.964432118874683386e-02
1.300000000000000044e+00 1.233428452032129391e-01 1.086487673894583894e-01 1.538155681843168116e-02 4.979606400499041186e-02 4.146788627848489728e-02 5.013172041664740175e-02 5.862909028013651991e-02 5.521247938742385175e-02 5.727890628196153494e-02
1.400000000000000133e+00 2.150212054414210039e-01 1.180728957699802295e-01 6.446200865243262301e-02 1.021878440103438090e-01 6.117122153975188686e-02 6.873662093729521194e-02 6.779637147701536581e-02 6.891047262999243361e-02 7.036460816331038814e-02
1.500000000000000000e+00 2.179092068608807220e-01 1.598564550202288825e-02 1.581242737532789211e-01 5.398181360366315767e-02 9.828620263295792525e-02 8.954269952189419790e-02 8.578354810968474853e-02 8.783441710995888718e-02 8.701009995486054527e-02
1.600000000000000089e+00 1.646047400481664980e-01 1.366011789508266294e-01 9.218193532606590301e-02 1.078477721742509832e-01 7.130117578512093490e-02 1.010621553082335505e-01 1.059494661040730201e-01 1.032543617153409837e-01 1.027236262005152834e-01
1.700000000000000178e+00 9.253828807452857408e-02 1.026643233691835189e-01 7.388601700702673858e-02 1.171535932434327743e-01 1.310847702941669857e-01 1.120627888476664474e-01 1.202408859845181116e-01 1.174263167417185783e-01 1.177029149244283868e-01
1.800000000000000044e+00 2.820224070646426551e-02 1.172338829117644809e-01 1.304947467086546020e-01 1.506026088055971435e-01 1.357902723206680373e-01 1.359238986155739681e-01 1.355252339212672796e-01 1.321274315436285762e-01 1.338559674578840286e-01
1.900000000000000133e+00 2.429322570585079610e-01 1.494849454412151835e-01 1.370961451825004340e-01 1.304554199143418414e-01 1.539066539928643784e-01 1.468637075623260013e-01 1.477789816875197115e-01 1.482727591942406553e-01 1.469245263309824079e-01
2.000000000000000000e+00 9.811954803824686489e-02 1.360482992701594895e-01 1.461419936578957635e-01 1.487642079618250457e-01 1.736220805765261999e-01 1.636099664522500385e-01 1.589857439102698167e-01 1.633800173983612214e-01 1.595378610560297672e-01
2.100000000000000089e+00 2.118877967552322272e-01 1.915241945079620423e-01 1.758839300038773368e-01 1.642508616595919624e-01 1.678374078045145601e-01 1.814038349362363800e-01 1.749644168471705952e-01 1.764230077871691837e-01 1.732827573689003919e-01
2.200000000000000178e+00 5.519245172869308158e-02 2.580890473731415891e-01 2.419574205973117342e-01 1.630470380879879277e-01 1.851791851903579478e-01 1.838322820998468110e-01 1.833025112967108794e-01 1.829175629558430494e-01 1.829388336228693623e-01
2.300000000000000266e+00 1.450660017714096028e-01 1.422520959126909734e-01 2.133584480286566665e-01 2.077349582167285214e-01 1.801128791762443004e-01 1.984212150298490518e-01 1.954768134062044860e-01 1.909875891745129173e-01 1.918985165504848989e-01
2.400000000000000355e+00 7.139894846417188523e-02 3.299586348368900857e-01 1.514186550120178443e-01 1.912971287775040996e-01 2.084995959225987849e-01 2.015820803716328879e-01 1.992031130139028383e-01 1.995404533247496504e-01 1.996692756882998410e-01
2.500000000000000000e+00 1.938295925536365205e-01 2.137916311957419602e-01 2.015023333492111657e-01 1.908678891878494155e-01 2.020535624841164057e-01 2.097027524419939615e-01 2.088109917768203316e-01 2.043790662208073983e-01 2.050220766612410039e-01
2.600000000000000089e+00 1.815555072697661032e-01 1.828737606356785894e-01 2.440378626811513518e-01 2.165651263159860396e-01 2.002344751557994795e-01 2.070463409185414050e-01 2.103498292865466357e-01 2.092979287236524100e-01 2.087957902081009065e-01
2.700000000000000178e+00 3.465195706145328125e-01 1.862132443341596444e-01 2.376793390061297806e-01 1.970385016644025100e-01 2.288001965658884029e-01 2.020648548726421134e-01 2.127216240650157963e-01 2.101919554329699236e-01 2.100315364732328605e-01
2.800000000000000266e+00 3.372606583128275326e-01 2.420332394984462121e-01 1.919684886929830248e-01 2.373034859282383835e-01 2.115905854993269108e-01 2.056118288802339100e-01 2.142399286878881870e-01 2.070855526468677044e-01 2.104730275907182313e-01
2.900000000000000355e+00 2.114306280888541001e-01 1.317982147654030434e-01 2.353986130049249836e-01 1.830215465743310066e-01 2.050706846150044393e-01 2.103455779196078679e-01 1.986941896242748473e-01 2.027411323442701585e-01 2.034733626355271774e-01
3.000000000000000000e+00 2.913045335073870534e-01 2.099085162849332609e-01 1.471217013663796980e-01 2.293022421446492820e-01 1.911608018015081289e-01 1.933922808849431463e-01 1.977913070740461021e-01 1.960063435581235192e-01 1.953412870412392921e-01
3.100000000000000089e+00 1.683227514631905897e-01 1.125834647008526479e-01 1.450132355181804056e-01 1.768452845596305834e-01 1.998173818802675972e-01 1.868141738681347586e-01 1.867966121961116555e-01 1.900520608673874068e-01 1.855264486519803413e-01
3.200000000000000178e+00 1.526882254076275536e-01 2.293305485928111842e-01 1.079624112347653264e-01 1.823218555940619157e-01 1.788239180994224409e-01 1.643059861722793724e-01 1.684115896638887222e-01 1.746614232371764830e-01 1.719706324387572371e-01
3.300000000000000266e+00 2.230909737558947614e-01 1.558992981210963191e-01 1.352329296200014686e-01 1.528868125312688453e-01 1.300059843360756306e-01 1.520346314765040896e-01 1.551613479247576366e-01 1.544463833643364703e-01 1.578952665507769304e-01
3.400000000000000355e+00 1.795512337867583574e-01 2.571899365811962657e-01 1.329505864043639962e-01 1.321998661847187118e-01 1.369897472774533331e-01 1.307685370071641762e-01 1.404562401591783749e-01 1.334384579472648880e-01 1.369195461725741525e-01
3.500000000000000000e+00 6.986758095221001774e-02 1.049834645861277282e-01 1.280290148130641958e-01 1.074033985547142162e-01 1.262387199826645046e-01 1.140371206054030806e-01 1.183583889543862178e-01 1.101222004443610236e-01 1.159290200088272521e-01
3.600000000000000089e+00 1.065163810064850697e-01 9.054769992858882621e-03 9.657420587184038785e-02 8.113787570429488449e-02 8.230822397299406012e-02 9.584041984281506388e-02 8.593928029473539565e-02 9.020971771770654180e-02 8.888644758811638236e-02
3.700000000000000178e+00 3.070443359039520814e-02 7.807234223744932700e-02 9.904453474080759934e-02 8.459086866232352897e-02 6.196957699912582912e-02 5.263378670536293658e-02 6.036422582080241267e-02 6.098881632769743988e-02 5.926561702715047592e-02
3.800000000000000266e+00 -1.490815961734734130e-01 3.072881813739447229e-02 6.373473364507253880e-02 4.596511732508960779e-02 2.444011701450174434e-02 3.196433440973573542e-02 3.393038713450482330e-02 3.143360019853717185e-02 2.931989188533263430e-02
3.900000000000000355e+00 1.774315464770446216e-01 8.226797997863391498e-02 -5.235476877894045672e-02 -4.437853318479834802e-02 5.609512206494551151e-03 -2.527205884029630131e-03 -6.180036483781121796e-03 -6.524818698580263886e-03 -2.998552003791441802e-03
4.000000000000000000e+00 4.277242757539292950e-02 -6.958863421808851590e-02 -1.223995067135439166e-02 -2.576301826491233377e-02 -3.648476973531728645e-02 -4.240316949421090581e-02 -3.349364912030729918e-02 -3.545410436692754408e-02 -3.698689634134933596e-02
4.100000000000000533e+00 -9.058758810498246383e-02 -1.996171758227902604e-01 -1.446196615202918756e-02 -9.994055016353327325e-02 -9.631110885901193741e-02 -7.603404357944204550e-02 -7.464292440672881668e-02 -7.837420609004133731e-02 -7.505533673917166859e-02
4.200000000000000178e+00 -1.681877287741249394e-01 -8.351312978496808204e-02 -1.477369129288307048e-01 -1.190543958597890251e-01 -1.179485879089489098e-01 -1.190952891106992345e-01 -1.174853877111570605e-01 -1.162353383268332901e-01 -1.146430152573277711e-01
4.299999999999999822e+00 -2.094507742631796510e-01 -1.772077032637067173e-01 -1.953268358810121563e-01 -1.548089430761669105e-01 -1.479134626226595584e-01 -1.573667910519525315e-01 -1.580057517484419194e-01 -1.576898824120766263e-01 -1.555838123737354750e-01
4.400000000000000355e+00 -1.412972204229716866e-01 -1.462647724336714750e-01 -2.433589375411098488e-01 -1.864100576600212222e-01 -1.903901724612255264e-01 -1.963458900271161101e-01 -1.996422376700054679e-01 -1.991338044070549707e-01 -1.988639698281793045e-01
4.500000000000000000e+00 -1.817036294226693216e-01 -2.499772732751908977e-01 -2.714224335622902884e-01 -2.668303401316952650e-01 -2.531129620353287923e-01 -2.425838995884652405e-01 -2.462087643716504570e-01 -2.471020046953791294e-01 -2.434736322242405382e-01
4.600000000000000533e+00 -2.899141640839467682e-01 -2.568985575475944971e-01 -2.884355398848290619e-01 -2.948569883505003375e-01 -2.880480989127059410e-01 -2.870411378269334124e-01 -2.861171743413646329e-01 -2.890148280286335414e-01 -2.888211985406425875e-01
4.700000000000000178e+00 -3.657331381652880742e-01 -2.802366121168068380e-01 -4.072724849794182034e-01 -3.364850705815264909e-01 -3.285330465970223712e-01 -3.326065352172924428e-01 -3.341033678448541711e-01 -3.339965945443399420e-01 -3.346153664975906050e-01
4.800000000000000711e+00 -3.640201217418089219e-01 -3.653203406762784988e-01 -3.057439961274643903e-01 -3.726819424372074807e-01 -3.867493598308996416e-01 -3.801236140571775390e-01 -3.832322978416988768e-01 -3.825346597456276143e-01 -3.818269619929539616e-01
4.900000000000000355e+00 -3.988558152741541463e-01 -5.357074999026920636e-01 -4.398637127067493990e-01 -4.360294564934985018e-01 -4.432447790084834138e-01 -4.278282293589603658e-01 -4.295231206550246816e-01 -4.325546904282105976e-01 -4.303038717441861061e-01
5.000000000000000000e+00 -4.983753629437706612e-01 -4.947317249210600454e-01 -4.872246900384038515e-01 -4.843517063854454463e-01 -4.673322970312104307e-01 -4.780669675972059052e-01 -4.727258470056632245e-01 -4.754731734684233824e-01 -4.751086094715797348e-01
5.100000000000000533e+00 -6.640228810553524541e-01 -4.638681363384511425e-01 -5.014119809351151869e-01 -5.079428748385572678e-01 -5.227445666550709635e-01 -5.276050668794892706e-01 -5.212110536593865806e-01 -5.228191430710751320e-01 -5.245176922585818025e-01
